Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/final/is_success Max,eval/env_infos/final/is_success Mean,eval/env_infos/final/is_success Min,eval/env_infos/final/is_success Std,eval/env_infos/initial/is_success Max,eval/env_infos/initial/is_success Mean,eval/env_infos/initial/is_success Min,eval/env_infos/initial/is_success Std,eval/env_infos/is_success Max,eval/env_infos/is_success Mean,eval/env_infos/is_success Min,eval/env_infos/is_success Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/final/is_success Max,expl/env_infos/final/is_success Mean,expl/env_infos/final/is_success Min,expl/env_infos/final/is_success Std,expl/env_infos/initial/is_success Max,expl/env_infos/initial/is_success Mean,expl/env_infos/initial/is_success Min,expl/env_infos/initial/is_success Std,expl/env_infos/is_success Max,expl/env_infos/is_success Mean,expl/env_infos/is_success Min,expl/env_infos/is_success Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
2230,2230,1.0,0.020484246,-1.0,0.33993873,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11155,11155000,1000,1000.0,1000,0.0,0.4188893,0.032527722,-0.47920638,0.108574525,-999.0,1,-999.0,-999.0,-999.0,0.0,-0.0,-0.999,-1.0,0.03160696125855822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0,0.031606965,2232,2232000,1000,1000.0,1000,0.0,1000000,0.003930355014745146,19.99779780971585,4.271728374995291,0.9572269989876077,0.015495745989028364,14.73670815769583,0.012639103981200606,46356.911826632684,6.907305214554071e-05,4.27301820309367e-05,-4.347451686859131,19.28913,6.567874,-0.58982337,2.2230291,100.056885,-99.723816,-100.03022,-100.0737,0.041802973,-99.74581,-100.05831,-100.12427,0.046111125,-99.732376,-100.016495,-100.05794,0.04084627,0.0010040596,0.00022204265,2231000,0.976191,0.029452648,-0.997422,0.15090439,-0.9742626,-2.3033557,-2.6272652,0.2297639,0.3774706,0.10278566,0.072275855,0.026802933
2231,2231,0.99087775,0.031040478,-0.99998283,0.049501587,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11160,11160000,1000,1000.0,1000,0.0,0.42900875,0.030285474,-0.59767246,0.10596429,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233,2233000,1000,1000.0,1000,0.0,1000000,0.0037573660374619067,20.153961843054276,4.330423553008586,0.9520969500299543,0.015492214006371796,14.83849651395576,0.013612644979730248,46377.87197690428,8.260103641077876e-05,3.740234751603566e-05,-6.340343475341797,11.404657,6.3780184,-0.43325567,1.9180938,100.04616,-99.72408,-100.02655,-100.06978,0.041876446,-99.75396,-100.04487,-100.09674,0.041775912,-99.71078,-100.02115,-100.07347,0.040238533,0.00040219998,9.012711e-05,2232000,0.88566834,0.030128459,-0.93571734,0.07683045,-0.9284586,-2.339726,-2.650168,0.2225577,0.39516234,0.09896476,0.07063935,0.025744075
2232,2232,0.8894509,0.03561134,-0.9953058,0.057575304,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11165,11165000,1000,1000.0,1000,0.0,0.40323174,0.040759604,-0.4214768,0.1077192,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234,2234000,1000,1000.0,1000,0.0,1000000,0.003733312012627721,20.419285919342656,4.338648087985348,0.9580442039878108,0.018222966988105327,15.083144125412218,0.01737404300365597,46399.12561144272,0.00011917995288968086,3.429945354582742e-05,0.6563019752502441,14.460583,7.0638404,0.58643836,1.9004478,100.02545,-99.737404,-100.02602,-100.06777,0.04366614,-99.742966,-100.02159,-100.065216,0.04344078,-99.68665,-100.02135,-100.098,0.04510382,4.6185323e-05,0.0002407023,2233000,0.83070374,0.020344172,-0.98689675,0.15258634,-1.088568,-2.3570917,-2.6745143,0.2338119,0.33669832,0.09750672,0.068940304,0.025888063
2233,2233,0.98695153,0.03427425,-0.9999997,0.07122616,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11170,11170000,1000,1000.0,1000,0.0,0.47884277,0.03663679,-0.38261715,0.10555118,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2235,2235000,1000,1000.0,1000,0.0,1000000,0.003993385995272547,20.370454482675996,4.389295006985776,0.9524452189798467,0.015908573986962438,14.994523755740374,0.014179868972860277,46420.32145730173,0.00010867201490327716,3.624216333264485e-05,-3.088928699493408,11.839932,6.6979127,-0.98014164,1.9379979,100.02142,-99.710754,-100.02423,-100.06723,0.042547327,-99.72818,-100.02011,-100.067184,0.042754997,-99.72095,-100.01599,-100.06281,0.04260187,6.4833956e-05,9.263463e-05,2234000,0.75085264,0.033970233,-0.88756,0.071919285,-1.734525,-2.3741841,-2.654598,0.20402247,0.17648402,0.095109224,0.0703271,0.020350425
2234,2234,0.88602096,0.039102305,-0.99974424,0.05196076,-999.6,5,-999.0,-999.6,-1000.0,0.48989794855663565,-0.0,-0.9996,-1.0,0.019995999599919982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0004,0.0,0.019996,11175,11175000,1000,1000.0,1000,0.0,0.6294602,0.037860107,-0.90047675,0.10828043,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236,2236000,1000,1000.0,1000,0.0,1000000,0.0037444389890879393,19.78633897250984,4.284951367008034,0.9443128550192341,0.01658002199837938,14.522139754553791,0.014526515966281295,46440.89723674441,8.401897503063083e-05,3.78043478121981e-05,-2.1710591316223145,29.447414,6.786797,-1.3969836,2.4340985,100.02628,-99.81745,-100.02728,-100.066345,0.03399621,-99.80507,-100.02498,-100.064514,0.034169942,-99.72948,-100.0112,-100.06633,0.036904342,9.986321e-06,0.00040355467,2235000,0.9997909,0.037434846,-0.9997781,0.10439546,-0.15986148,-2.3414168,-2.626503,0.21960413,0.85226184,0.09883184,0.07233097,0.029101329
2235,2235,0.89140755,0.039766688,-0.9958383,0.046783045,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11180,11180000,1000,1000.0,1000,0.0,0.4618526,0.04030496,-0.4157273,0.10642556,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237,2237000,1000,1000.0,1000,0.0,1000000,0.0040067979716695845,19.519072276190855,4.28154092701152,0.9435060980031267,0.015423909004312009,14.261565907218028,0.012967279006261379,46461.19066467654,6.135797593742609e-05,3.53160867234692e-05,-1.099509835243225,40.173843,6.892743,-0.97625566,3.8709834,100.036964,-99.779785,-100.02402,-100.06761,0.034405194,-99.68067,-100.02173,-100.22363,0.042423084,-99.67843,-100.03258,-100.28292,0.044023436,0.00062143465,0.0010016335,2236000,0.9998755,0.033948716,-1.0,0.15333097,0.29238296,-2.3137531,-2.6319878,0.27696848,1.339616,0.10428478,0.071935326,0.058077864
2236,2236,0.8183334,0.037473153,-0.9994937,0.06965276,-999.6,5,-998.0,-999.6,-1000.0,0.8,-0.0,-0.9996,-1.0,0.019995999599919982,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4,1.0,0.0004,0.0,0.019996,11185,11185000,1000,1000.0,1000,0.0,0.4047789,0.042026985,-0.48376015,0.106617644,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238,2238000,1000,1000.0,1000,0.0,1000000,0.00380863796453923,20.16865150158992,4.348767387971748,0.956345104961656,0.016185445012524724,14.829522707674187,0.013943015015684068,46482.171573715925,7.920298958197236e-05,3.60265803465154e-05,-1.7799917459487915,32.754448,6.826024,0.38181072,2.634214,100.017456,-99.81221,-100.025406,-100.06568,0.029667022,-99.787224,-100.00259,-100.04216,0.029315144,-99.77537,-100.01935,-100.06503,0.031147396,0.0005316672,6.187524e-05,2237000,0.9834333,0.02417484,-0.999909,0.16722819,-0.7779345,-2.3189409,-2.6220365,0.23863174,0.45935383,0.10150708,0.072654754,0.028899439
2237,2237,0.9185062,0.04375368,-0.9997956,0.06641018,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11190,11190000,1000,1000.0,1000,0.0,1.0,-0.0040107267,-1.0,0.74903095,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2239,2239000,1000,1000.0,1000,0.0,1000000,0.003785022010561079,20.056980322522577,4.311538768990431,0.9611133040161803,0.018579577037598938,14.74398372048745,0.01787280896678567,46503.03628878208,0.0001071210135705769,4.352465839474462e-05,-3.910400867462158,38.349804,6.6106024,-0.5901707,3.8603463,100.08916,-99.79855,-100.02476,-100.06268,0.030483702,-99.8236,-100.069374,-100.1522,0.03383196,-99.84258,-100.09255,-100.16419,0.03462757,0.0021291235,0.0048349733,2238000,0.9999561,0.034152213,-0.9999709,0.21186644,-0.4746642,-2.2349095,-2.5539567,0.27430534,0.6220939,0.11179537,0.077773325,0.040640283
2238,2238,0.8501708,0.044556376,-0.9778018,0.05578864,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11195,11195000,1000,1000.0,1000,0.0,0.43070847,0.04502021,-0.7135602,0.11726216,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240,2240000,1000,1000.0,1000,0.0,1000000,0.003854379989206791,20.131804678530898,4.3450609219726175,0.9592729820287786,0.01818627497414127,14.787799151614308,0.01753370900405571,46523.990096462076,9.725894778966904e-05,4.0533395804231986e-05,-4.547134876251221,66.73553,6.5503845,-4.22157,4.6543274,100.03527,-99.83802,-100.0246,-100.06747,0.029912625,-99.832726,-100.036125,-100.15137,0.04491524,-99.87942,-100.02065,-100.0609,0.029026445,0.0014046115,4.8051e-05,2239000,1.0,0.029892817,-1.0,0.1875618,1.5989572,-2.247446,-2.57348,0.31496903,4.94787,0.11784189,0.07626967,0.18515034
2239,2239,0.94355494,0.04087929,-0.999958,0.061239608,-999.8,5,-999.0,-999.8,-1000.0,0.4000000000000001,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,11200,11200000,1000,1000.0,1000,0.0,0.46239164,0.041976478,-0.5205889,0.11106652,-999.0,1,-999.0,-999.0,-999.0,0.0,-0.0,-0.999,-1.0,0.03160696125855822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0,0.03160696,2241,2241000,1000,1000.0,1000,0.0,1000000,0.0038666489999741316,19.69885619764682,4.287575319991447,0.9426746849785559,0.017507765034679323,14.430677723605186,0.016458472004160285,46544.47220893204,9.558303281664848e-05,3.186558751622215e-05,-2.9368064403533936,68.52605,6.71636,-1.071597,4.7964697,100.08652,-99.78223,-100.02611,-100.068405,0.037918422,-99.71627,-100.07686,-100.360054,0.052296627,-99.72325,-99.958664,-100.079765,0.040957615,0.0039293235,0.005046106,2240000,0.99999964,0.040092707,-0.99999976,0.1667008,0.13357817,-2.2797043,-2.595643,0.27731484,1.1429106,0.10780863,0.07459789,0.0567482
2240,2240,0.9389796,0.031209257,-0.99996704,0.06131547,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11205,11205000,1000,1000.0,1000,0.0,0.68245494,0.03007342,-0.8853094,0.105375126,-999.0,1,-999.0,-999.0,-999.0,0.0,-0.0,-0.999,-1.0,0.031606961258558226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0,0.031606965,2242,2242000,1000,1000.0,1000,0.0,1000000,0.004556238010991365,19.990220774547197,4.271893254015595,0.946542653022334,0.015427472011651844,14.739108821551781,0.01262807595776394,46565.26975025388,6.425997707992792e-05,2.820882036758121e-05,-0.22541725635528564,68.36003,6.9784822,-0.1901179,4.530915,100.04736,-99.788086,-100.03074,-100.06561,0.026295304,-99.9014,-100.04672,-100.1311,0.028501907,-99.784874,-100.012596,-100.04606,0.025232054,0.0005119001,0.00033842484,2241000,0.9999978,0.032148685,-1.0,0.13061649,1.3802965,-2.3374557,-2.638317,0.28881097,3.9760802,0.10586802,0.07148147,0.14174815
2241,2241,0.9841079,0.031491887,-0.99989444,0.071175,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11210,11210000,1000,1000.0,1000,0.0,0.93077517,0.028385907,-0.99785197,0.111024074,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243,2243000,1000,1000.0,1000,0.0,1000000,0.0037453200202435255,19.87650363217108,4.294023805996403,0.9398219850263558,0.0158297159941867,14.609528513159603,0.013476612977683544,46585.94713279192,7.767899660393596e-05,2.6422892915434204e-05,-2.739466667175293,12.841747,6.74012,0.5618913,1.9032607,100.03926,-99.03578,-100.02646,-100.06902,0.06846447,-99.846756,-100.0343,-100.07371,0.02958916,-99.850845,-100.038315,-100.07821,0.03040383,0.0039655976,0.0040723453,2242000,0.93558615,0.03233892,-0.9783818,0.06311685,-1.7193894,-2.3667762,-2.6750913,0.21519676,0.17917551,0.09603233,0.06890054,0.021469379
2242,2242,0.98702455,0.03548863,-0.9999688,0.06364729,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11215,11215000,1000,1000.0,1000,0.0,0.4293187,0.03575347,-0.45074648,0.10316595,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2244,2244000,1000,1000.0,1000,0.0,1000000,0.0037559750489890575,19.566968564293347,4.352596260025166,0.9553516549640335,0.015602038998622447,14.227018023259006,0.012575152970384806,46606.28555781633,6.945902714505792e-05,2.712256900849752e-05,-1.107675552368164,9.952513,6.8946595,-1.3914511,2.0852752,100.02406,-99.75869,-100.028,-100.06661,0.033363447,-99.783714,-100.016716,-100.05862,0.03144107,-99.81036,-100.02196,-100.110695,0.03477493,0.00015261109,0.0003702957,2243000,0.38147295,0.035387706,-0.3873242,0.046224892,-1.5794973,-2.3944,-2.7063076,0.22033274,0.20607866,0.09354057,0.06678294,0.021700146
2243,2243,0.9411648,0.03142086,-0.9955384,0.07170064,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,11220,11220000,1000,1000.0,1000,0.0,0.7987678,0.030473825,-0.9808943,0.11711177,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245,2245000,1000,1000.0,1000,0.0,1000000,0.0037916810251772404,20.057422578101978,4.339089835993946,0.9496020899969153,0.015964116028044373,14.735343947075307,0.013566940964665264,46627.153037939046,6.396701792255044e-05,3.0258883271017112e-05,3.170785427093506,64.58783,7.3047156,-2.1934943,4.1223574,100.00107,-99.76524,-100.0246,-100.06277,0.03151502,-99.7703,-99.9905,-100.02802,0.029294826,-99.79903,-100.00061,-100.040985,0.029249428,0.0011836061,0.00060096924,2244000,1.0,0.031946085,-0.99999994,0.105563894,0.00946664,-2.391713,-2.754684,0.25446224,1.0095116,0.09544176,0.06362912,0.045090534
2244,2244,0.92192644,0.029804505,-0.99615693,0.056477625,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11225,11225000,1000,1000.0,1000,0.0,0.85996395,0.025494134,-0.99782443,0.1156452,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2246,2246000,1000,1000.0,1000,0.0,1000000,0.003746244008652866,19.455727104155812,4.284208685043268,0.9410265209735371,0.015768152952659875,14.198051068233326,0.012858363974373788,46647.385117245256,6.80689699947834e-05,3.9299469790421426e-05,2.109482526779175,20.135548,7.2079477,-0.0030398369,1.9546866,100.036575,-99.789665,-100.02983,-100.06367,0.025579413,-99.76951,-100.0266,-100.06282,0.026921432,-99.74249,-100.034195,-100.07094,0.028067766,2.7437492e-05,3.968083e-05,2245000,0.96763116,0.029827673,-0.99939144,0.0782501,-1.2947809,-2.4354384,-2.7658298,0.23433028,0.2739579,0.09009365,0.06292386,0.022614943
2245,2245,0.9981691,0.012842293,-0.9999999,0.13101542,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,11230,11230000,1000,1000.0,1000,0.0,0.524994,0.025743904,-0.7873192,0.11481146,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2247,2247000,1000,1000.0,1000,0.0,1000000,0.003836302028503269,20.42595512070693,4.354344001971185,0.9600962260155939,0.01633073203265667,15.078022767615039,0.013259572035167366,46668.64269912202,6.551900878548622e-05,5.005020648241043e-05,-2.7373430728912354,18.927208,6.72357,-2.718947,2.2862177,100.03485,-99.85328,-100.025154,-100.06098,0.02386579,-99.8811,-100.03367,-100.07281,0.024703505,-99.86318,-100.01452,-100.07373,0.023480864,0.00011551233,0.0001694143,2246000,0.9426995,0.016319305,-0.98378056,0.13929577,-1.2991554,-2.3499973,-2.7230814,0.2640357,0.2727621,0.09895588,0.065672085,0.028883738
2246,2246,0.9889154,0.02018186,-0.9999377,0.09409262,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140722,11235,11235000,1000,1000.0,1000,0.0,0.46270552,0.025179802,-0.51048493,0.11650215,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2248,2248000,1000,1000.0,1000,0.0,1000000,0.003928853024262935,19.345523975032847,4.295700968010351,0.9443414119887166,0.0154006079537794,14.073811476060655,0.012268843012861907,46688.755632689514,7.181498222053051e-05,4.152458859607577e-05,0.8947727680206299,51.99691,7.088686,-1.6486796,3.7308416,100.01524,-99.785385,-100.0284,-100.05987,0.024494903,-99.78377,-100.01845,-100.10296,0.025237164,-99.78697,-100.014206,-100.11398,0.02626073,0.0001700632,0.0003493911,2247000,0.99999976,0.024259295,-0.99999774,0.110433355,0.7919717,-2.3575191,-2.6998777,0.27379715,2.207745,0.100018874,0.06721373,0.06908462
2247,2247,0.87690425,0.026697887,-0.98205584,0.07127649,-999.8,5,-999.0,-999.8,-1000.0,0.4,-0.0,-0.9998,-1.0,0.014140721339450825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.0,0.014140723,11240,11240000,1000,1000.0,1000,0.0,0.9237981,0.02581621,-0.9952928,0.12380297,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249,2249000,1000,1000.0,1000,0.0,1000000,0.003782079031225294,20.33644731284585,4.344855647010263,0.9617036019917578,0.01665081799728796,14.993895366846118,0.015477994980756193,46709.92457045277,8.180498844012618e-05,3.560980985639617e-05,-0.45815443992614746,9.639517,6.955271,1.0824786,1.8041139,100.03447,-99.94291,-100.028496,-100.06102,0.018094152,-99.94575,-100.03412,-100.07302,0.018891362,-99.93493,-100.031395,-100.07099,0.01917693,5.320987e-05,3.5736433e-05,2248000,0.39396432,0.019585224,-0.91645163,0.09263673,-1.3445007,-2.362005,-2.6849825,0.2309981,0.26066983,0.09689079,0.06822238,0.024034636
2248,2248,0.98782194,0.035745114,-0.9999235,0.08396884,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11245,11245000,1000,1000.0,1000,0.0,0.42988664,0.035834607,-0.4066933,0.11524456,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250,2250000,1000,1000.0,1000,0.0,1000000,0.003757040947675705,20.16917170531815,4.29528332100017,0.9464095179573633,0.0173315959982574,14.889541249431204,0.016759636986535043,46730.91337967763,8.934299694374204e-05,3.342036870890297e-05,-0.7133886814117432,10.566918,6.9307814,-2.1498115,1.9490119,100.03008,-99.83308,-100.02918,-100.062355,0.026620224,-99.55072,-100.002205,-100.10131,0.051388882,-99.78552,-100.015045,-100.06638,0.029618926,0.0020192596,0.00038023392,2249000,0.8635574,0.03828308,-0.801481,0.07220215,-1.8836616,-2.3926196,-2.7111099,0.22575384,0.1520324,0.093812875,0.066463,0.022094645
2249,2249,0.96130115,0.029662743,-0.9997975,0.084764846,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11250,11250000,1000,1000.0,1000,0.0,0.68834305,0.031031752,-0.6955442,0.12054098,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2251,2251000,1000,1000.0,1000,0.0,1000000,0.003771208052057773,19.76683242962463,4.30202838499099,0.9418525790097192,0.01632610004162416,14.488612379471306,0.014161668019369245,46751.46650300239,8.011003956198692e-05,4.314214675105177e-05,6.361772060394287,88.254875,7.6329484,1.1793162,7.3149753,100.01555,-99.85434,-100.0251,-100.06014,0.0262674,-99.857254,-100.014114,-100.05698,0.025470605,-99.83612,-100.00029,-100.03806,0.026161976,0.00020974322,0.00065862376,2250000,0.9999999,0.02657849,-1.0,0.15444116,1.3376498,-2.3617737,-3.7889373,0.31796962,3.8100786,0.10537139,0.022619626,0.15462917
2250,2250,0.9222543,0.026005983,-0.9990319,0.07874617,-1000.0,5,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11255,11255000,1000,1000.0,1000,0.0,0.47416973,0.026273834,-0.49596685,0.12248276,-1000.0,1,-1000.0,-1000.0,-1000.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252,2252000,1000,1000.0,1000,0.0,1000000,0.003913681022822857,20.04305796115659,4.315429347974714,0.9400619129883125,0.015735202003270388,14.754535419226158,0.013316189986653626,46772.3198777276,6.620795466005802e-05,3.98643605876714e-05,-3.8116040229797363,10.330342,6.623732,-2.9033208,1.9619873,100.02658,-99.82036,-100.02621,-100.061325,0.024093337,-99.80683,-100.02186,-100.09158,0.02550641,-99.807274,-100.02474,-100.06774,0.024644118,9.2842674e-05,6.865283e-05,2251000,0.63699263,0.02421449,-0.6458455,0.08447208,-1.8110088,-2.3473165,-2.6893046,0.21011141,0.16348912,0.0978226,0.067928165,0.021506263
